"","Month","Temperature","Year","nMonth","Date","Time"
"1205","Apr",8.1,1786,4,1786-04-15,-67.1
"1564","May",11.2,1786,5,1786-05-15,-67.07
"1923","Jun",16.1,1786,6,1786-06-15,-67.039
"2282","Jul",15,1786,7,1786-07-15,-67.009
"2641","Aug",15.1,1786,8,1786-08-15,-66.978
"3000","Sep",11.7,1786,9,1786-09-15,-66.947
"3359","Oct",7.5,1786,10,1786-10-15,-66.917
"3718","Nov",3.3,1786,11,1786-11-15,-66.886
"4077","Dec",2.8,1786,12,1786-12-15,-66.856
"129","Jan",3.6,1787,1,1787-01-15,-66.825
"488","Feb",5.9,1787,2,1787-02-15,-66.794
"847","Mar",6.8,1787,3,1787-03-15,-66.766
"1206","Apr",7.4,1787,4,1787-04-15,-66.735
"1565","May",11.5,1787,5,1787-05-15,-66.705
"1924","Jun",13.9,1787,6,1787-06-15,-66.674
"2283","Jul",15.8,1787,7,1787-07-15,-66.644
"2642","Aug",15.6,1787,8,1787-08-15,-66.613
"3001","Sep",12.8,1787,9,1787-09-15,-66.582
"3360","Oct",9.8,1787,10,1787-10-15,-66.552
"3719","Nov",4.5,1787,11,1787-11-15,-66.521
"4078","Dec",3.8,1787,12,1787-12-15,-66.491
"130","Jan",3.9,1788,1,1788-01-15,-66.46
"489","Feb",3.8,1788,2,1788-02-15,-66.429
"848","Mar",3.6,1788,3,1788-03-15,-66.4
"1207","Apr",9.4,1788,4,1788-04-15,-66.369
"1566","May",13.8,1788,5,1788-05-15,-66.339
"1925","Jun",15.4,1788,6,1788-06-15,-66.308
"2284","Jul",15.8,1788,7,1788-07-15,-66.278
"2643","Aug",15.8,1788,8,1788-08-15,-66.247
"3002","Sep",13.4,1788,9,1788-09-15,-66.216
"3361","Oct",9.8,1788,10,1788-10-15,-66.186
"3720","Nov",6.1,1788,11,1788-11-15,-66.155
"4079","Dec",-0.3,1788,12,1788-12-15,-66.125
"131","Jan",1.5,1789,1,1789-01-15,-66.094
"490","Feb",5,1789,2,1789-02-15,-66.063
"849","Mar",2.1,1789,3,1789-03-15,-66.035
"1208","Apr",7.4,1789,4,1789-04-15,-66.004
"1567","May",12.5,1789,5,1789-05-15,-65.974
"1926","Jun",14,1789,6,1789-06-15,-65.943
"2285","Jul",15.4,1789,7,1789-07-15,-65.913
"2644","Aug",16.6,1789,8,1789-08-15,-65.882
"3003","Sep",13.1,1789,9,1789-09-15,-65.851
"3362","Oct",8.6,1789,10,1789-10-15,-65.821
"3721","Nov",4.6,1789,11,1789-11-15,-65.79
"4080","Dec",6.1,1789,12,1789-12-15,-65.76
"132","Jan",4.3,1790,1,1790-01-15,-65.729
"491","Feb",6.6,1790,2,1790-02-15,-65.698
"850","Mar",6.4,1790,3,1790-03-15,-65.67
"1209","Apr",6.1,1790,4,1790-04-15,-65.639
"1568","May",11.9,1790,5,1790-05-15,-65.609
"1927","Jun",14.6,1790,6,1790-06-15,-65.578
"2286","Jul",14.9,1790,7,1790-07-15,-65.548
"2645","Aug",15.6,1790,8,1790-08-15,-65.517
"3004","Sep",12.2,1790,9,1790-09-15,-65.486
"3363","Oct",10.3,1790,10,1790-10-15,-65.456
"3722","Nov",6.1,1790,11,1790-11-15,-65.425
"4081","Dec",4.3,1790,12,1790-12-15,-65.395
"133","Jan",4.3,1791,1,1791-01-15,-65.364
"492","Feb",4.7,1791,2,1791-02-15,-65.333
"851","Mar",6.5,1791,3,1791-03-15,-65.305
"1210","Apr",9.6,1791,4,1791-04-15,-65.274
"1569","May",10.6,1791,5,1791-05-15,-65.244
"1928","Jun",14.7,1791,6,1791-06-15,-65.213
"2287","Jul",15.3,1791,7,1791-07-15,-65.183
"2646","Aug",15.9,1791,8,1791-08-15,-65.152
"3005","Sep",13.8,1791,9,1791-09-15,-65.121
"3364","Oct",8.9,1791,10,1791-10-15,-65.091
"3723","Nov",5.9,1791,11,1791-11-15,-65.06
"4082","Dec",1.1,1791,12,1791-12-15,-65.03
"134","Jan",2.3,1792,1,1792-01-15,-64.999
"493","Feb",4.5,1792,2,1792-02-15,-64.968
"852","Mar",5.9,1792,3,1792-03-15,-64.939
"1211","Apr",10,1792,4,1792-04-15,-64.908
"1570","May",10.2,1792,5,1792-05-15,-64.878
"1929","Jun",13.2,1792,6,1792-06-15,-64.847
"2288","Jul",15.3,1792,7,1792-07-15,-64.817
"2647","Aug",16.9,1792,8,1792-08-15,-64.786
"3006","Sep",11.8,1792,9,1792-09-15,-64.755
"3365","Oct",8.8,1792,10,1792-10-15,-64.725
"3724","Nov",7.1,1792,11,1792-11-15,-64.694
"4083","Dec",4.3,1792,12,1792-12-15,-64.664
"135","Jan",2.8,1793,1,1793-01-15,-64.633
"494","Feb",4.6,1793,2,1793-02-15,-64.602
"853","Mar",4.2,1793,3,1793-03-15,-64.574
"1212","Apr",6.2,1793,4,1793-04-15,-64.543
"1571","May",10.9,1793,5,1793-05-15,-64.513
"1930","Jun",13.5,1793,6,1793-06-15,-64.482
"2289","Jul",17.6,1793,7,1793-07-15,-64.452
"2648","Aug",15,1793,8,1793-08-15,-64.421
"3007","Sep",11.7,1793,9,1793-09-15,-64.39
"3366","Oct",11.3,1793,10,1793-10-15,-64.36
"3725","Nov",6,1793,11,1793-11-15,-64.329
"4084","Dec",5.3,1793,12,1793-12-15,-64.299
"136","Jan",1.8,1794,1,1794-01-15,-64.268
"495","Feb",7.2,1794,2,1794-02-15,-64.237
"854","Mar",7,1794,3,1794-03-15,-64.209
"1213","Apr",10.2,1794,4,1794-04-15,-64.178
"1572","May",11.3,1794,5,1794-05-15,-64.148
"1931","Jun",15.7,1794,6,1794-06-15,-64.117
"2290","Jul",18.1,1794,7,1794-07-15,-64.087
"2649","Aug",15.5,1794,8,1794-08-15,-64.056
"3008","Sep",12.5,1794,9,1794-09-15,-64.025
"3367","Oct",9.6,1794,10,1794-10-15,-63.995
"3726","Nov",6.1,1794,11,1794-11-15,-63.964
"4085","Dec",3.7,1794,12,1794-12-15,-63.934
"137","Jan",-3.1,1795,1,1795-01-15,-63.903
"496","Feb",0.8,1795,2,1795-02-15,-63.872
"855","Mar",3.9,1795,3,1795-03-15,-63.844
"1214","Apr",7.7,1795,4,1795-04-15,-63.813
"1573","May",10.9,1795,5,1795-05-15,-63.783
"1932","Jun",13.2,1795,6,1795-06-15,-63.752
"2291","Jul",15.2,1795,7,1795-07-15,-63.722
"2650","Aug",16.6,1795,8,1795-08-15,-63.691
"3009","Sep",16,1795,9,1795-09-15,-63.66
"3368","Oct",11.7,1795,10,1795-10-15,-63.63
"3727","Nov",4.5,1795,11,1795-11-15,-63.599
"4086","Dec",6.6,1795,12,1795-12-15,-63.569
"138","Jan",7.3,1796,1,1796-01-15,-63.538
"497","Feb",4.7,1796,2,1796-02-15,-63.507
"856","Mar",4.2,1796,3,1796-03-15,-63.478
"1215","Apr",10.2,1796,4,1796-04-15,-63.447
"1574","May",10.3,1796,5,1796-05-15,-63.417
"1933","Jun",13.9,1796,6,1796-06-15,-63.386
"2292","Jul",14.7,1796,7,1796-07-15,-63.356
"2651","Aug",15.9,1796,8,1796-08-15,-63.325
"3010","Sep",14.6,1796,9,1796-09-15,-63.294
"3369","Oct",8.1,1796,10,1796-10-15,-63.264
"3728","Nov",4.6,1796,11,1796-11-15,-63.233
"4087","Dec",-0.3,1796,12,1796-12-15,-63.203
"139","Jan",3.5,1797,1,1797-01-15,-63.172
"498","Feb",4.6,1797,2,1797-02-15,-63.141
"857","Mar",4.3,1797,3,1797-03-15,-63.113
"1216","Apr",7.4,1797,4,1797-04-15,-63.082
"1575","May",11.3,1797,5,1797-05-15,-63.052
"1934","Jun",13.6,1797,6,1797-06-15,-63.021
"2293","Jul",17.3,1797,7,1797-07-15,-62.991
"2652","Aug",15.8,1797,8,1797-08-15,-62.96
"3011","Sep",12.5,1797,9,1797-09-15,-62.929
"3370","Oct",8.2,1797,10,1797-10-15,-62.899
"3729","Nov",4.7,1797,11,1797-11-15,-62.868
"4088","Dec",4.8,1797,12,1797-12-15,-62.838
"140","Jan",3.6,1798,1,1798-01-15,-62.807
"499","Feb",4,1798,2,1798-02-15,-62.776
"858","Mar",5.1,1798,3,1798-03-15,-62.748
"1217","Apr",10.4,1798,4,1798-04-15,-62.717
"1576","May",12.9,1798,5,1798-05-15,-62.687
"1935","Jun",16.9,1798,6,1798-06-15,-62.656
"2294","Jul",16.3,1798,7,1798-07-15,-62.626
"2653","Aug",16.4,1798,8,1798-08-15,-62.595
"3012","Sep",13.6,1798,9,1798-09-15,-62.564
"3371","Oct",9.9,1798,10,1798-10-15,-62.534
"3730","Nov",4.7,1798,11,1798-11-15,-62.503
"4089","Dec",1.5,1798,12,1798-12-15,-62.473
"141","Jan",1.7,1799,1,1799-01-15,-62.442
"500","Feb",2.8,1799,2,1799-02-15,-62.411
"859","Mar",3.4,1799,3,1799-03-15,-62.383
"1218","Apr",5.4,1799,4,1799-04-15,-62.352
"1577","May",9.6,1799,5,1799-05-15,-62.322
"1936","Jun",14.1,1799,6,1799-06-15,-62.291
"2295","Jul",15.2,1799,7,1799-07-15,-62.261
"2654","Aug",14.4,1799,8,1799-08-15,-62.23
"3013","Sep",12.9,1799,9,1799-09-15,-62.199
"3372","Oct",8.3,1799,10,1799-10-15,-62.169
"3731","Nov",5.6,1799,11,1799-11-15,-62.138
"4090","Dec",1.3,1799,12,1799-12-15,-62.108
"142","Jan",2.8,1800,1,1800-01-15,-62.077
"501","Feb",2.2,1800,2,1800-02-15,-62.046
"860","Mar",4,1800,3,1800-03-15,-62.018
"1219","Apr",9.3,1800,4,1800-04-15,-61.987
"1578","May",12.3,1800,5,1800-05-15,-61.957
"1937","Jun",13.9,1800,6,1800-06-15,-61.926
"2296","Jul",17.7,1800,7,1800-07-15,-61.896
"2655","Aug",16.8,1800,8,1800-08-15,-61.865
"3014","Sep",13.9,1800,9,1800-09-15,-61.834
"3373","Oct",9.2,1800,10,1800-10-15,-61.804
"3732","Nov",5.4,1800,11,1800-11-15,-61.773
"4091","Dec",3.3,1800,12,1800-12-15,-61.743
"143","Jan",4.6,1801,1,1801-01-15,-61.712
"502","Feb",4.8,1801,2,1801-02-15,-61.681
"861","Mar",6.7,1801,3,1801-03-15,-61.653
"1220","Apr",8.3,1801,4,1801-04-15,-61.622
"1579","May",12.1,1801,5,1801-05-15,-61.592
"1938","Jun",14.8,1801,6,1801-06-15,-61.561
"2297","Jul",16.1,1801,7,1801-07-15,-61.531
"2656","Aug",17.1,1801,8,1801-08-15,-61.5
"3015","Sep",14.2,1801,9,1801-09-15,-61.469
"3374","Oct",10.2,1801,10,1801-10-15,-61.439
"3733","Nov",4.8,1801,11,1801-11-15,-61.408
"4092","Dec",1.5,1801,12,1801-12-15,-61.378
"144","Jan",1.6,1802,1,1802-01-15,-61.347
"503","Feb",3.7,1802,2,1802-02-15,-61.316
"862","Mar",5.6,1802,3,1802-03-15,-61.288
"1221","Apr",8.9,1802,4,1802-04-15,-61.257
"1580","May",10.6,1802,5,1802-05-15,-61.227
"1939","Jun",13.7,1802,6,1802-06-15,-61.196
"2298","Jul",13.5,1802,7,1802-07-15,-61.166
"2657","Aug",17.2,1802,8,1802-08-15,-61.135
"3016","Sep",13.8,1802,9,1802-09-15,-61.104
"3375","Oct",10.1,1802,10,1802-10-15,-61.074
"3734","Nov",5.1,1802,11,1802-11-15,-61.043
"4093","Dec",3.6,1802,12,1802-12-15,-61.013
"145","Jan",1.8,1803,1,1803-01-15,-60.982
"504","Feb",3.4,1803,2,1803-02-15,-60.951
"863","Mar",6.3,1803,3,1803-03-15,-60.923
"1222","Apr",9.1,1803,4,1803-04-15,-60.892
"1581","May",10.5,1803,5,1803-05-15,-60.862
"1940","Jun",13.7,1803,6,1803-06-15,-60.831
"2299","Jul",17.6,1803,7,1803-07-15,-60.801
"2658","Aug",16.1,1803,8,1803-08-15,-60.77
"3017","Sep",11.4,1803,9,1803-09-15,-60.739
"3376","Oct",9.3,1803,10,1803-10-15,-60.709
"3735","Nov",5,1803,11,1803-11-15,-60.678
"4094","Dec",4.4,1803,12,1803-12-15,-60.648
"146","Jan",5.8,1804,1,1804-01-15,-60.617
"505","Feb",2.9,1804,2,1804-02-15,-60.586
"864","Mar",4.7,1804,3,1804-03-15,-60.557
"1223","Apr",6.9,1804,4,1804-04-15,-60.526
"1582","May",13.3,1804,5,1804-05-15,-60.496
"1941","Jun",16.1,1804,6,1804-06-15,-60.465
"2300","Jul",15.9,1804,7,1804-07-15,-60.435
"2659","Aug",15.6,1804,8,1804-08-15,-60.404
"3018","Sep",14.2,1804,9,1804-09-15,-60.373
"3377","Oct",10.7,1804,10,1804-10-15,-60.343
"3736","Nov",6.6,1804,11,1804-11-15,-60.312
"4095","Dec",2.1,1804,12,1804-12-15,-60.282
"147","Jan",2.1,1805,1,1805-01-15,-60.251
"506","Feb",4.1,1805,2,1805-02-15,-60.22
"865","Mar",6.2,1805,3,1805-03-15,-60.192
"1224","Apr",8.3,1805,4,1805-04-15,-60.161
"1583","May",10.2,1805,5,1805-05-15,-60.131
"1942","Jun",13.2,1805,6,1805-06-15,-60.1
"2301","Jul",16,1805,7,1805-07-15,-60.07
"2660","Aug",16.4,1805,8,1805-08-15,-60.039
"3019","Sep",14.6,1805,9,1805-09-15,-60.008
"3378","Oct",8.2,1805,10,1805-10-15,-59.978
"3737","Nov",4.8,1805,11,1805-11-15,-59.947
"4096","Dec",3.6,1805,12,1805-12-15,-59.917
"148","Jan",4.2,1806,1,1806-01-15,-59.886
"507","Feb",4.3,1806,2,1806-02-15,-59.855
"866","Mar",5.1,1806,3,1806-03-15,-59.827
"1225","Apr",6.8,1806,4,1806-04-15,-59.796
"1584","May",12.1,1806,5,1806-05-15,-59.766
"1943","Jun",14.9,1806,6,1806-06-15,-59.735
"2302","Jul",15.4,1806,7,1806-07-15,-59.705
"2661","Aug",16.2,1806,8,1806-08-15,-59.674
"3020","Sep",13.4,1806,9,1806-09-15,-59.643
"3379","Oct",10.6,1806,10,1806-10-15,-59.613
"3738","Nov",7.8,1806,11,1806-11-15,-59.582
"4097","Dec",6.8,1806,12,1806-12-15,-59.552
"149","Jan",2.8,1807,1,1807-01-15,-59.521
"508","Feb",3.7,1807,2,1807-02-15,-59.49
"867","Mar",2.9,1807,3,1807-03-15,-59.462
"1226","Apr",7.7,1807,4,1807-04-15,-59.431
"1585","May",11.8,1807,5,1807-05-15,-59.401
"1944","Jun",14.2,1807,6,1807-06-15,-59.37
"2303","Jul",17.1,1807,7,1807-07-15,-59.34
"2662","Aug",16.9,1807,8,1807-08-15,-59.309
"3021","Sep",10.5,1807,9,1807-09-15,-59.278
"3380","Oct",11.4,1807,10,1807-10-15,-59.248
"3739","Nov",2.9,1807,11,1807-11-15,-59.217
"4098","Dec",1.9,1807,12,1807-12-15,-59.187
"150","Jan",2.6,1808,1,1808-01-15,-59.156
"509","Feb",2.8,1808,2,1808-02-15,-59.125
"868","Mar",3.2,1808,3,1808-03-15,-59.096
"1227","Apr",5.8,1808,4,1808-04-15,-59.065
"1586","May",13.7,1808,5,1808-05-15,-59.035
"1945","Jun",14.8,1808,6,1808-06-15,-59.004
"2304","Jul",18.4,1808,7,1808-07-15,-58.974
"2663","Aug",16.7,1808,8,1808-08-15,-58.943
"3022","Sep",12.7,1808,9,1808-09-15,-58.912
"3381","Oct",7.2,1808,10,1808-10-15,-58.882
"3740","Nov",6,1808,11,1808-11-15,-58.851
"4099","Dec",2.2,1808,12,1808-12-15,-58.821
"151","Jan",2,1809,1,1809-01-15,-58.79
"510","Feb",5.7,1809,2,1809-02-15,-58.759
"869","Mar",6,1809,3,1809-03-15,-58.731
"1228","Apr",5.2,1809,4,1809-04-15,-58.7
"1587","May",13.1,1809,5,1809-05-15,-58.67
"1946","Jun",13.7,1809,6,1809-06-15,-58.639
"2305","Jul",15.1,1809,7,1809-07-15,-58.609
"2664","Aug",14.8,1809,8,1809-08-15,-58.578
"3023","Sep",12.7,1809,9,1809-09-15,-58.547
"3382","Oct",10.2,1809,10,1809-10-15,-58.517
"3741","Nov",4.6,1809,11,1809-11-15,-58.486
"4100","Dec",4.1,1809,12,1809-12-15,-58.456
"152","Jan",2.2,1810,1,1810-01-15,-58.425
"511","Feb",3.5,1810,2,1810-02-15,-58.394
"870","Mar",4.9,1810,3,1810-03-15,-58.366
"1229","Apr",8.2,1810,4,1810-04-15,-58.335
"1588","May",9.2,1810,5,1810-05-15,-58.305
"1947","Jun",14.6,1810,6,1810-06-15,-58.274
"2306","Jul",15.2,1810,7,1810-07-15,-58.244
"2665","Aug",14.6,1810,8,1810-08-15,-58.213
"3024","Sep",13.9,1810,9,1810-09-15,-58.182
"3383","Oct",9.8,1810,10,1810-10-15,-58.152
"3742","Nov",5.4,1810,11,1810-11-15,-58.121
"4101","Dec",3.6,1810,12,1810-12-15,-58.091
"153","Jan",1.2,1811,1,1811-01-15,-58.06
"512","Feb",4.6,1811,2,1811-02-15,-58.029
"871","Mar",7.1,1811,3,1811-03-15,-58.001
"1230","Apr",8.9,1811,4,1811-04-15,-57.97
"1589","May",12.8,1811,5,1811-05-15,-57.94
"1948","Jun",14.1,1811,6,1811-06-15,-57.909
"2307","Jul",16.1,1811,7,1811-07-15,-57.879
"2666","Aug",14.4,1811,8,1811-08-15,-57.848
"3025","Sep",13.7,1811,9,1811-09-15,-57.817
"3384","Oct",12.3,1811,10,1811-10-15,-57.787
"3743","Nov",7.7,1811,11,1811-11-15,-57.756
"4102","Dec",3.1,1811,12,1811-12-15,-57.726
"154","Jan",2.6,1812,1,1812-01-15,-57.695
"513","Feb",5.3,1812,2,1812-02-15,-57.664
"872","Mar",3.5,1812,3,1812-03-15,-57.635
"1231","Apr",5.5,1812,4,1812-04-15,-57.604
"1590","May",10.9,1812,5,1812-05-15,-57.574
"1949","Jun",13,1812,6,1812-06-15,-57.543
"2308","Jul",14.2,1812,7,1812-07-15,-57.513
"2667","Aug",14.3,1812,8,1812-08-15,-57.482
"3026","Sep",13.2,1812,9,1812-09-15,-57.451
"3385","Oct",9.3,1812,10,1812-10-15,-57.421
"3744","Nov",4.9,1812,11,1812-11-15,-57.39
"4103","Dec",1.7,1812,12,1812-12-15,-57.36
"155","Jan",1.9,1813,1,1813-01-15,-57.329
"514","Feb",5.8,1813,2,1813-02-15,-57.298
"873","Mar",6.8,1813,3,1813-03-15,-57.27
"1232","Apr",7.6,1813,4,1813-04-15,-57.239
"1591","May",11.6,1813,5,1813-05-15,-57.209
"1950","Jun",13.6,1813,6,1813-06-15,-57.178
"2309","Jul",15,1813,7,1813-07-15,-57.148
"2668","Aug",14.5,1813,8,1813-08-15,-57.117
"3027","Sep",12.5,1813,9,1813-09-15,-57.086
"3386","Oct",8.1,1813,10,1813-10-15,-57.056
"3745","Nov",4.3,1813,11,1813-11-15,-57.025
"4104","Dec",2.8,1813,12,1813-12-15,-56.995
"156","Jan",-2.9,1814,1,1814-01-15,-56.964
"515","Feb",1.4,1814,2,1814-02-15,-56.933
"874","Mar",2.9,1814,3,1814-03-15,-56.905
"1233","Apr",9.6,1814,4,1814-04-15,-56.874
"1592","May",9.2,1814,5,1814-05-15,-56.844
"1951","Jun",12.2,1814,6,1814-06-15,-56.813
"2310","Jul",16,1814,7,1814-07-15,-56.783
"2669","Aug",14.7,1814,8,1814-08-15,-56.752
"3028","Sep",12.8,1814,9,1814-09-15,-56.721
"3387","Oct",8.1,1814,10,1814-10-15,-56.691
"3746","Nov",4.7,1814,11,1814-11-15,-56.66
"4105","Dec",4.3,1814,12,1814-12-15,-56.63
"157","Jan",0.3,1815,1,1815-01-15,-56.599
"516","Feb",6.5,1815,2,1815-02-15,-56.568
"875","Mar",7.3,1815,3,1815-03-15,-56.54
"1234","Apr",8.1,1815,4,1815-04-15,-56.509
"1593","May",12.6,1815,5,1815-05-15,-56.479
"1952","Jun",14.3,1815,6,1815-06-15,-56.448
"2311","Jul",14.9,1815,7,1815-07-15,-56.418
"2670","Aug",15.3,1815,8,1815-08-15,-56.387
"3029","Sep",13.4,1815,9,1815-09-15,-56.356
"3388","Oct",10.3,1815,10,1815-10-15,-56.326
"3747","Nov",3.4,1815,11,1815-11-15,-56.295
"4106","Dec",2.3,1815,12,1815-12-15,-56.265
"158","Jan",2.7,1816,1,1816-01-15,-56.234
"517","Feb",2.1,1816,2,1816-02-15,-56.203
"876","Mar",3.9,1816,3,1816-03-15,-56.174
"1235","Apr",6.6,1816,4,1816-04-15,-56.143
"1594","May",9.9,1816,5,1816-05-15,-56.113
"1953","Jun",12.8,1816,6,1816-06-15,-56.082
"2312","Jul",13.4,1816,7,1816-07-15,-56.052
"2671","Aug",13.9,1816,8,1816-08-15,-56.021
"3030","Sep",11.8,1816,9,1816-09-15,-55.99
"3389","Oct",10.3,1816,10,1816-10-15,-55.96
"3748","Nov",3.9,1816,11,1816-11-15,-55.929
"4107","Dec",3.1,1816,12,1816-12-15,-55.899
"159","Jan",4.5,1817,1,1817-01-15,-55.868
"518","Feb",6.4,1817,2,1817-02-15,-55.837
"877","Mar",5.5,1817,3,1817-03-15,-55.809
"1236","Apr",7.6,1817,4,1817-04-15,-55.778
"1595","May",8.7,1817,5,1817-05-15,-55.748
"1954","Jun",15.1,1817,6,1817-06-15,-55.717
"2313","Jul",14.1,1817,7,1817-07-15,-55.687
"2672","Aug",13.6,1817,8,1817-08-15,-55.656
"3031","Sep",13.2,1817,9,1817-09-15,-55.625
"3390","Oct",6.4,1817,10,1817-10-15,-55.595
"3749","Nov",9.1,1817,11,1817-11-15,-55.564
"4108","Dec",2.5,1817,12,1817-12-15,-55.534
"160","Jan",4.4,1818,1,1818-01-15,-55.503
"519","Feb",2.7,1818,2,1818-02-15,-55.472
"878","Mar",4.5,1818,3,1818-03-15,-55.444
"1237","Apr",6.9,1818,4,1818-04-15,-55.413
"1596","May",11.3,1818,5,1818-05-15,-55.383
"1955","Jun",16.4,1818,6,1818-06-15,-55.352
"2314","Jul",18.2,1818,7,1818-07-15,-55.322
"2673","Aug",15.3,1818,8,1818-08-15,-55.291
"3032","Sep",13.3,1818,9,1818-09-15,-55.26
"3391","Oct",12,1818,10,1818-10-15,-55.23
"3750","Nov",9.5,1818,11,1818-11-15,-55.199
"4109","Dec",3.6,1818,12,1818-12-15,-55.169
"161","Jan",4.4,1819,1,1819-01-15,-55.138
"520","Feb",4.3,1819,2,1819-02-15,-55.107
"879","Mar",6.8,1819,3,1819-03-15,-55.079
"1238","Apr",8.6,1819,4,1819-04-15,-55.048
"1597","May",11.5,1819,5,1819-05-15,-55.018
"1956","Jun",13.4,1819,6,1819-06-15,-54.987
"2315","Jul",16.4,1819,7,1819-07-15,-54.957
"2674","Aug",17.4,1819,8,1819-08-15,-54.926
"3033","Sep",13.4,1819,9,1819-09-15,-54.895
"3392","Oct",9.1,1819,10,1819-10-15,-54.865
"3751","Nov",4.1,1819,11,1819-11-15,-54.834
"4110","Dec",1.4,1819,12,1819-12-15,-54.804
"162","Jan",-0.3,1820,1,1820-01-15,-54.773
"521","Feb",3.2,1820,2,1820-02-15,-54.742
"880","Mar",4.7,1820,3,1820-03-15,-54.713
"1239","Apr",8.9,1820,4,1820-04-15,-54.682
"1598","May",11.4,1820,5,1820-05-15,-54.652
"1957","Jun",13.6,1820,6,1820-06-15,-54.621
"2316","Jul",15.7,1820,7,1820-07-15,-54.591
"2675","Aug",14.7,1820,8,1820-08-15,-54.56
"3034","Sep",12.3,1820,9,1820-09-15,-54.529
"3393","Oct",8.1,1820,10,1820-10-15,-54.499
"3752","Nov",5.6,1820,11,1820-11-15,-54.468
"4111","Dec",4.7,1820,12,1820-12-15,-54.438
"163","Jan",3.6,1821,1,1821-01-15,-54.407
"522","Feb",2.1,1821,2,1821-02-15,-54.376
"881","Mar",5.7,1821,3,1821-03-15,-54.348
"1240","Apr",9.5,1821,4,1821-04-15,-54.317
"1599","May",9.4,1821,5,1821-05-15,-54.287
"1958","Jun",12.3,1821,6,1821-06-15,-54.256
"2317","Jul",14.8,1821,7,1821-07-15,-54.226
"2676","Aug",16.4,1821,8,1821-08-15,-54.195
"3035","Sep",14.9,1821,9,1821-09-15,-54.164
"3394","Oct",10.4,1821,10,1821-10-15,-54.134
"3753","Nov",8.6,1821,11,1821-11-15,-54.103
"4112","Dec",6.4,1821,12,1821-12-15,-54.073
"164","Jan",4.7,1822,1,1822-01-15,-54.042
"523","Feb",6.3,1822,2,1822-02-15,-54.011
"882","Mar",7.8,1822,3,1822-03-15,-53.983
"1241","Apr",8.3,1822,4,1822-04-15,-53.952
"1600","May",12.7,1822,5,1822-05-15,-53.922
"1959","Jun",17.1,1822,6,1822-06-15,-53.891
"2318","Jul",15.6,1822,7,1822-07-15,-53.861
"2677","Aug",15.2,1822,8,1822-08-15,-53.83
"3036","Sep",12.4,1822,9,1822-09-15,-53.799
"3395","Oct",10.7,1822,10,1822-10-15,-53.769
"3754","Nov",8.2,1822,11,1822-11-15,-53.738
"4113","Dec",1.6,1822,12,1822-12-15,-53.708
"165","Jan",-0.1,1823,1,1823-01-15,-53.677
"524","Feb",3.1,1823,2,1823-02-15,-53.646
"883","Mar",5,1823,3,1823-03-15,-53.618
"1242","Apr",6.7,1823,4,1823-04-15,-53.587
"1601","May",12.2,1823,5,1823-05-15,-53.557
"1960","Jun",12.3,1823,6,1823-06-15,-53.526
"2319","Jul",14.1,1823,7,1823-07-15,-53.496
"2678","Aug",14.4,1823,8,1823-08-15,-53.465
"3037","Sep",12.5,1823,9,1823-09-15,-53.434
"3396","Oct",8.4,1823,10,1823-10-15,-53.404
"3755","Nov",7.1,1823,11,1823-11-15,-53.373
"4114","Dec",4.8,1823,12,1823-12-15,-53.343
"166","Jan",4.3,1824,1,1824-01-15,-53.312
"525","Feb",4.7,1824,2,1824-02-15,-53.281
"884","Mar",4.6,1824,3,1824-03-15,-53.252
"1243","Apr",7.4,1824,4,1824-04-15,-53.221
"1602","May",10.7,1824,5,1824-05-15,-53.191
"1961","Jun",13.4,1824,6,1824-06-15,-53.16
"2320","Jul",16,1824,7,1824-07-15,-53.13
"2679","Aug",15.1,1824,8,1824-08-15,-53.099
"3038","Sep",13.7,1824,9,1824-09-15,-53.068
"3397","Oct",9.5,1824,10,1824-10-15,-53.038
"3756","Nov",7.2,1824,11,1824-11-15,-53.007
"4115","Dec",5.1,1824,12,1824-12-15,-52.977
"167","Jan",3.8,1825,1,1825-01-15,-52.946
"526","Feb",3.9,1825,2,1825-02-15,-52.915
"885","Mar",5,1825,3,1825-03-15,-52.887
"1244","Apr",9.1,1825,4,1825-04-15,-52.856
"1603","May",11.6,1825,5,1825-05-15,-52.826
"1962","Jun",14.1,1825,6,1825-06-15,-52.795
"2321","Jul",17.2,1825,7,1825-07-15,-52.765
"2680","Aug",16.3,1825,8,1825-08-15,-52.734
"3039","Sep",15.1,1825,9,1825-09-15,-52.703
"3398","Oct",10.8,1825,10,1825-10-15,-52.673
"3757","Nov",5.2,1825,11,1825-11-15,-52.642
"4116","Dec",4.6,1825,12,1825-12-15,-52.612
"168","Jan",0.4,1826,1,1826-01-15,-52.581
"527","Feb",6.4,1826,2,1826-02-15,-52.55
"886","Mar",6.3,1826,3,1826-03-15,-52.522
"1245","Apr",8.8,1826,4,1826-04-15,-52.491
"1604","May",11.2,1826,5,1826-05-15,-52.461
"1963","Jun",17.3,1826,6,1826-06-15,-52.43
"2322","Jul",17.9,1826,7,1826-07-15,-52.4
"2681","Aug",17.6,1826,8,1826-08-15,-52.369
"3040","Sep",13.6,1826,9,1826-09-15,-52.338
"3399","Oct",11.1,1826,10,1826-10-15,-52.308
"3758","Nov",4.4,1826,11,1826-11-15,-52.277
"4117","Dec",5.8,1826,12,1826-12-15,-52.247
"169","Jan",1.7,1827,1,1827-01-15,-52.216
